GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD4BE001,NAME_M,AD4BM001
"G01083","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01083",,,,,,,"ZCTA5 01083",0.4312,"ZCTA5 01083",0.0792
"G01084","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01084",,,,,,,"ZCTA5 01084",0.5015,"ZCTA5 01084",0.1786
"G01085","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01085",,,,,,,"ZCTA5 01085",0.4143,"ZCTA5 01085",0.0141
"G01086","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01086",,,,,,,"ZCTA5 01086",,"ZCTA5 01086",
"G01088","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01088",,,,,,,"ZCTA5 01088",0.4014,"ZCTA5 01088",0.1056
"G01089","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01089",,,,,,,"ZCTA5 01089",0.4346,"ZCTA5 01089",0.0186
"G01092","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01092",,,,,,,"ZCTA5 01092",0.4515,"ZCTA5 01092",0.0960
"G01093","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01093",,,,,,,"ZCTA5 01093",0.3697,"ZCTA5 01093",0.0706
"G01094","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01094",,,,,,,"ZCTA5 01094",0.5314,"ZCTA5 01094",0.0871
"G01095","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01095",,,,,,,"ZCTA5 01095",0.4044,"ZCTA5 01095",0.0238
"G01096","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01096",,,,,,,"ZCTA5 01096",0.3996,"ZCTA5 01096",0.0414
"G01097","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01097",,,,,,,"ZCTA5 01097",,"ZCTA5 01097",
"G01098","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01098",,,,,,,"ZCTA5 01098",0.3658,"ZCTA5 01098",0.0359
"G01103","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01103",,,,,,,"ZCTA5 01103",0.5906,"ZCTA5 01103",0.0418
"G01104","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01104",,,,,,,"ZCTA5 01104",0.5069,"ZCTA5 01104",0.0344
"G01105","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01105",,,,,,,"ZCTA5 01105",0.5379,"ZCTA5 01105",0.0612
"G01106","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01106",,,,,,,"ZCTA5 01106",0.4702,"ZCTA5 01106",0.0324
"G01107","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01107",,,,,,,"ZCTA5 01107",0.5006,"ZCTA5 01107",0.0295
"G01108","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01108",,,,,,,"ZCTA5 01108",0.4917,"ZCTA5 01108",0.0211
"G01109","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01109",,,,,,,"ZCTA5 01109",0.4558,"ZCTA5 01109",0.0165
"G01118","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01118",,,,,,,"ZCTA5 01118",0.3899,"ZCTA5 01118",0.0225
"G01119","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01119",,,,,,,"ZCTA5 01119",0.4434,"ZCTA5 01119",0.0376
"G01128","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01128",,,,,,,"ZCTA5 01128",0.3965,"ZCTA5 01128",0.0766
"G01129","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01129",,,,,,,"ZCTA5 01129",0.4028,"ZCTA5 01129",0.0314
"G01151","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01151",,,,,,,"ZCTA5 01151",0.4388,"ZCTA5 01151",0.0271
"G01199","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01199",,,,,,,"ZCTA5 01199",,"ZCTA5 01199",
"G01201","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01201",,,,,,,"ZCTA5 01201",0.4592,"ZCTA5 01201",0.0158
"G01220","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01220",,,,,,,"ZCTA5 01220",0.4176,"ZCTA5 01220",0.0349
"G01222","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01222",,,,,,,"ZCTA5 01222",0.3656,"ZCTA5 01222",0.0808
"G01223","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01223",,,,,,,"ZCTA5 01223",0.4914,"ZCTA5 01223",0.1120
"G01224","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01224",,,,,,,"ZCTA5 01224",0.3462,"ZCTA5 01224",0.1337
"G01225","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01225",,,,,,,"ZCTA5 01225",0.4061,"ZCTA5 01225",0.0436
"G01226","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01226",,,,,,,"ZCTA5 01226",0.4745,"ZCTA5 01226",0.0521
"G01229","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01229",,,,,,,"ZCTA5 01229",0.3965,"ZCTA5 01229",0.1067
"G01230","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01230",,,,,,,"ZCTA5 01230",0.4959,"ZCTA5 01230",0.0401
"G01235","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01235",,,,,,,"ZCTA5 01235",0.3794,"ZCTA5 01235",0.0323
"G01236","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01236",,,,,,,"ZCTA5 01236",0.3556,"ZCTA5 01236",0.0599
"G01237","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01237",,,,,,,"ZCTA5 01237",0.3752,"ZCTA5 01237",0.0432
"G01238","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01238",,,,,,,"ZCTA5 01238",0.4489,"ZCTA5 01238",0.0381
"G01240","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01240",,,,,,,"ZCTA5 01240",0.5962,"ZCTA5 01240",0.0579
"G01242","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01242",,,,,,,"ZCTA5 01242",0.1384,"ZCTA5 01242",0.0786
"G01243","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01243",,,,,,,"ZCTA5 01243",0.4104,"ZCTA5 01243",0.1066
"G01244","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01244",,,,,,,"ZCTA5 01244",0.4667,"ZCTA5 01244",0.1022
"G01245","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01245",,,,,,,"ZCTA5 01245",0.4807,"ZCTA5 01245",0.0589
"G01247","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01247",,,,,,,"ZCTA5 01247",0.4504,"ZCTA5 01247",0.0251
"G01253","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01253",,,,,,,"ZCTA5 01253",0.3981,"ZCTA5 01253",0.0581
"G01254","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01254",,,,,,,"ZCTA5 01254",0.4388,"ZCTA5 01254",0.0319
"G01255","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01255",,,,,,,"ZCTA5 01255",0.4201,"ZCTA5 01255",0.0367
"G01256","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01256",,,,,,,"ZCTA5 01256",0.3834,"ZCTA5 01256",0.0351
"G01257","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01257",,,,,,,"ZCTA5 01257",0.5108,"ZCTA5 01257",0.0740
"G01258","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01258",,,,,,,"ZCTA5 01258",0.4035,"ZCTA5 01258",0.1137
"G01259","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01259",,,,,,,"ZCTA5 01259",0.4158,"ZCTA5 01259",0.0648
"G01260","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01260",,,,,,,"ZCTA5 01260",0.3508,"ZCTA5 01260",0.1853
"G01262","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01262",,,,,,,"ZCTA5 01262",0.5403,"ZCTA5 01262",0.0717
"G01264","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01264",,,,,,,"ZCTA5 01264",0.4830,"ZCTA5 01264",0.1206
"G01266","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01266",,,,,,,"ZCTA5 01266",0.4569,"ZCTA5 01266",0.0426
"G01267","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01267",,,,,,,"ZCTA5 01267",0.4634,"ZCTA5 01267",0.0256
"G01270","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01270",,,,,,,"ZCTA5 01270",0.3882,"ZCTA5 01270",0.0353
"G01301","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01301",,,,,,,"ZCTA5 01301",0.4382,"ZCTA5 01301",0.0344
"G01330","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01330",,,,,,,"ZCTA5 01330",0.3854,"ZCTA5 01330",0.0460
"G01331","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01331",,,,,,,"ZCTA5 01331",0.3947,"ZCTA5 01331",0.0190
"G01337","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01337",,,,,,,"ZCTA5 01337",0.3757,"ZCTA5 01337",0.0310
"G01338","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01338",,,,,,,"ZCTA5 01338",0.3879,"ZCTA5 01338",0.0997
"G01339","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01339",,,,,,,"ZCTA5 01339",0.4177,"ZCTA5 01339",0.0397
"G01340","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01340",,,,,,,"ZCTA5 01340",0.4271,"ZCTA5 01340",0.0488
"G01341","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01341",,,,,,,"ZCTA5 01341",0.4171,"ZCTA5 01341",0.0378
"G01342","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01342",,,,,,,"ZCTA5 01342",0.4025,"ZCTA5 01342",0.0986
"G01343","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01343",,,,,,,"ZCTA5 01343",0.2452,"ZCTA5 01343",0.1677
"G01344","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01344",,,,,,,"ZCTA5 01344",0.3526,"ZCTA5 01344",0.0335
"G01346","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01346",,,,,,,"ZCTA5 01346",0.4371,"ZCTA5 01346",0.0477
"G01347","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01347",,,,,,,"ZCTA5 01347",0.2260,"ZCTA5 01347",0.1236
"G01349","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01349",,,,,,,"ZCTA5 01349",0.3509,"ZCTA5 01349",0.0671
"G01350","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01350",,,,,,,"ZCTA5 01350",0.3979,"ZCTA5 01350",0.0673
"G01351","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01351",,,,,,,"ZCTA5 01351",0.3687,"ZCTA5 01351",0.0539
"G01354","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01354",,,,,,,"ZCTA5 01354",0.3540,"ZCTA5 01354",0.0353
"G01355","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01355",,,,,,,"ZCTA5 01355",0.3636,"ZCTA5 01355",0.0367
"G01360","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01360",,,,,,,"ZCTA5 01360",0.3424,"ZCTA5 01360",0.0368
"G01364","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01364",,,,,,,"ZCTA5 01364",0.4253,"ZCTA5 01364",0.0247
"G01366","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01366",,,,,,,"ZCTA5 01366",0.3996,"ZCTA5 01366",0.0248
"G01367","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01367",,,,,,,"ZCTA5 01367",0.4548,"ZCTA5 01367",0.0923
"G01368","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01368",,,,,,,"ZCTA5 01368",0.3641,"ZCTA5 01368",0.0271
"G01370","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01370",,,,,,,"ZCTA5 01370",0.4651,"ZCTA5 01370",0.0910
"G01373","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01373",,,,,,,"ZCTA5 01373",0.3772,"ZCTA5 01373",0.0331
"G01375","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01375",,,,,,,"ZCTA5 01375",0.5023,"ZCTA5 01375",0.1096
"G01376","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01376",,,,,,,"ZCTA5 01376",0.4485,"ZCTA5 01376",0.0475
"G01378","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01378",,,,,,,"ZCTA5 01378",0.3970,"ZCTA5 01378",0.0310
"G01379","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01379",,,,,,,"ZCTA5 01379",0.5265,"ZCTA5 01379",0.1222
"G01420","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01420",,,,,,,"ZCTA5 01420",0.4268,"ZCTA5 01420",0.0170
"G01430","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01430",,,,,,,"ZCTA5 01430",0.3846,"ZCTA5 01430",0.0446
"G01431","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01431",,,,,,,"ZCTA5 01431",0.3260,"ZCTA5 01431",0.0288
"G01432","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01432",,,,,,,"ZCTA5 01432",0.4066,"ZCTA5 01432",0.0339
"G01434","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01434",,,,,,,"ZCTA5 01434",0.3103,"ZCTA5 01434",0.1316
"G01436","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01436",,,,,,,"ZCTA5 01436",0.3980,"ZCTA5 01436",0.0533
"G01438","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01438",,,,,,,"ZCTA5 01438",0.3495,"ZCTA5 01438",0.2690
"G01440","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01440",,,,,,,"ZCTA5 01440",0.4411,"ZCTA5 01440",0.0305
"G01450","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01450",,,,,,,"ZCTA5 01450",0.4123,"ZCTA5 01450",0.0299
"G01451","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01451",,,,,,,"ZCTA5 01451",0.4459,"ZCTA5 01451",0.0453
"G01452","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01452",,,,,,,"ZCTA5 01452",0.3557,"ZCTA5 01452",0.0286
"G01453","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01453",,,,,,,"ZCTA5 01453",0.4466,"ZCTA5 01453",0.0228
"G01460","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01460",,,,,,,"ZCTA5 01460",0.4189,"ZCTA5 01460",0.0291
"G01462","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01462",,,,,,,"ZCTA5 01462",0.4268,"ZCTA5 01462",0.0407
"G01463","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01463",,,,,,,"ZCTA5 01463",0.4010,"ZCTA5 01463",0.0283
"G01464","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01464",,,,,,,"ZCTA5 01464",0.4300,"ZCTA5 01464",0.0496
"G01467","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01467",,,,,,,"ZCTA5 01467",0.2697,"ZCTA5 01467",0.1176
"G01468","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01468",,,,,,,"ZCTA5 01468",0.3704,"ZCTA5 01468",0.0469
"G01469","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01469",,,,,,,"ZCTA5 01469",0.3851,"ZCTA5 01469",0.0424
"G01473","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01473",,,,,,,"ZCTA5 01473",0.3184,"ZCTA5 01473",0.0377
"G01474","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01474",,,,,,,"ZCTA5 01474",0.4289,"ZCTA5 01474",0.0882
"G01475","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01475",,,,,,,"ZCTA5 01475",0.3937,"ZCTA5 01475",0.0411
"G01501","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01501",,,,,,,"ZCTA5 01501",0.3877,"ZCTA5 01501",0.0154
"G01503","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01503",,,,,,,"ZCTA5 01503",0.4362,"ZCTA5 01503",0.0383
"G01504","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01504",,,,,,,"ZCTA5 01504",0.3743,"ZCTA5 01504",0.0246
"G01505","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01505",,,,,,,"ZCTA5 01505",0.4168,"ZCTA5 01505",0.0438
"G01506","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01506",,,,,,,"ZCTA5 01506",0.4176,"ZCTA5 01506",0.0357
"G01507","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01507",,,,,,,"ZCTA5 01507",0.3958,"ZCTA5 01507",0.0272
"G01510","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01510",,,,,,,"ZCTA5 01510",0.3792,"ZCTA5 01510",0.0217
"G01515","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01515",,,,,,,"ZCTA5 01515",0.3925,"ZCTA5 01515",0.0453
"G01516","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01516",,,,,,,"ZCTA5 01516",0.3520,"ZCTA5 01516",0.0282
"G01518","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01518",,,,,,,"ZCTA5 01518",0.5133,"ZCTA5 01518",0.0651
"G01519","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01519",,,,,,,"ZCTA5 01519",0.4137,"ZCTA5 01519",0.0357
"G01520","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01520",,,,,,,"ZCTA5 01520",0.3857,"ZCTA5 01520",0.0218
"G01521","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01521",,,,,,,"ZCTA5 01521",0.3524,"ZCTA5 01521",0.0377
"G01522","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01522",,,,,,,"ZCTA5 01522",0.3399,"ZCTA5 01522",0.0771
"G01523","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01523",,,,,,,"ZCTA5 01523",0.4114,"ZCTA5 01523",0.0859
"G01524","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01524",,,,,,,"ZCTA5 01524",0.3876,"ZCTA5 01524",0.0374
"G01525","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01525",,,,,,,"ZCTA5 01525",0.2761,"ZCTA5 01525",0.1011
"G01527","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01527",,,,,,,"ZCTA5 01527",0.4003,"ZCTA5 01527",0.0240
"G01529","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01529",,,,,,,"ZCTA5 01529",0.3984,"ZCTA5 01529",0.0406
"G01531","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01531",,,,,,,"ZCTA5 01531",0.3917,"ZCTA5 01531",0.0668
"G01532","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01532",,,,,,,"ZCTA5 01532",0.3924,"ZCTA5 01532",0.0169
"G01534","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01534",,,,,,,"ZCTA5 01534",0.4346,"ZCTA5 01534",0.0648
"G01535","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01535",,,,,,,"ZCTA5 01535",0.3850,"ZCTA5 01535",0.0334
"G01536","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01536",,,,,,,"ZCTA5 01536",0.4483,"ZCTA5 01536",0.0327
"G01537","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01537",,,,,,,"ZCTA5 01537",0.3550,"ZCTA5 01537",0.0707
"G01540","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01540",,,,,,,"ZCTA5 01540",0.3969,"ZCTA5 01540",0.0223
"G01541","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01541",,,,,,,"ZCTA5 01541",0.4030,"ZCTA5 01541",0.0463
"G01542","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01542",,,,,,,"ZCTA5 01542",0.3010,"ZCTA5 01542",0.0498
"G01543","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01543",,,,,,,"ZCTA5 01543",0.3520,"ZCTA5 01543",0.0294
"G01545","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01545",,,,,,,"ZCTA5 01545",0.4201,"ZCTA5 01545",0.0167
"G01550","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01550",,,,,,,"ZCTA5 01550",0.4153,"ZCTA5 01550",0.0177
"G01560","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01560",,,,,,,"ZCTA5 01560",0.4276,"ZCTA5 01560",0.0332
"G01561","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01561",,,,,,,"ZCTA5 01561",0.1389,"ZCTA5 01561",0.1565
"G01562","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01562",,,,,,,"ZCTA5 01562",0.4144,"ZCTA5 01562",0.0275
"G01564","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01564",,,,,,,"ZCTA5 01564",0.4172,"ZCTA5 01564",0.0419
"G01566","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01566",,,,,,,"ZCTA5 01566",0.4155,"ZCTA5 01566",0.0524
"G01568","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01568",,,,,,,"ZCTA5 01568",0.3746,"ZCTA5 01568",0.0295
"G01569","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01569",,,,,,,"ZCTA5 01569",0.3575,"ZCTA5 01569",0.0243
"G01570","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01570",,,,,,,"ZCTA5 01570",0.4453,"ZCTA5 01570",0.0253
"G01571","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01571",,,,,,,"ZCTA5 01571",0.4218,"ZCTA5 01571",0.0294
"G01581","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01581",,,,,,,"ZCTA5 01581",0.3876,"ZCTA5 01581",0.0203
"G01583","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01583",,,,,,,"ZCTA5 01583",0.4251,"ZCTA5 01583",0.0424
"G01585","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01585",,,,,,,"ZCTA5 01585",0.4603,"ZCTA5 01585",0.0753
"G01588","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01588",,,,,,,"ZCTA5 01588",0.4246,"ZCTA5 01588",0.0389
"G01590","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01590",,,,,,,"ZCTA5 01590",0.3450,"ZCTA5 01590",0.0295
"G01602","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01602",,,,,,,"ZCTA5 01602",0.4437,"ZCTA5 01602",0.0212
"G01603","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01603",,,,,,,"ZCTA5 01603",0.4827,"ZCTA5 01603",0.0338
"G01604","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01604",,,,,,,"ZCTA5 01604",0.4579,"ZCTA5 01604",0.0248
"G01605","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01605",,,,,,,"ZCTA5 01605",0.4946,"ZCTA5 01605",0.0219
"G01606","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01606",,,,,,,"ZCTA5 01606",0.4108,"ZCTA5 01606",0.0298
"G01607","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01607",,,,,,,"ZCTA5 01607",0.4383,"ZCTA5 01607",0.0393
"G01608","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01608",,,,,,,"ZCTA5 01608",0.4455,"ZCTA5 01608",0.0432
"G01609","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01609",,,,,,,"ZCTA5 01609",0.5721,"ZCTA5 01609",0.0343
"G01610","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01610",,,,,,,"ZCTA5 01610",0.4774,"ZCTA5 01610",0.0220
"G01611","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01611",,,,,,,"ZCTA5 01611",0.3715,"ZCTA5 01611",0.0600
"G01612","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01612",,,,,,,"ZCTA5 01612",0.3766,"ZCTA5 01612",0.0305
"G01701","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01701",,,,,,,"ZCTA5 01701",0.4085,"ZCTA5 01701",0.0184
"G01702","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01702",,,,,,,"ZCTA5 01702",0.4709,"ZCTA5 01702",0.0171
"G01718","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01718",,,,,,,"ZCTA5 01718",0.2348,"ZCTA5 01718",0.0799
"G01719","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01719",,,,,,,"ZCTA5 01719",0.4492,"ZCTA5 01719",0.0426
"G01720","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01720",,,,,,,"ZCTA5 01720",0.4313,"ZCTA5 01720",0.0236
"G01721","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01721",,,,,,,"ZCTA5 01721",0.4079,"ZCTA5 01721",0.0309
"G01730","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01730",,,,,,,"ZCTA5 01730",0.4237,"ZCTA5 01730",0.0270
"G01731","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01731",,,,,,,"ZCTA5 01731",0.3081,"ZCTA5 01731",0.0368
"G01740","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01740",,,,,,,"ZCTA5 01740",0.3680,"ZCTA5 01740",0.0344
"G01741","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01741",,,,,,,"ZCTA5 01741",0.4783,"ZCTA5 01741",0.0434
"G01742","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01742",,,,,,,"ZCTA5 01742",0.4902,"ZCTA5 01742",0.0291
"G01745","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01745",,,,,,,"ZCTA5 01745",0.3042,"ZCTA5 01745",0.0937
"G01746","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01746",,,,,,,"ZCTA5 01746",0.4041,"ZCTA5 01746",0.0222
"G01747","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01747",,,,,,,"ZCTA5 01747",0.3895,"ZCTA5 01747",0.0346
"G01748","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01748",,,,,,,"ZCTA5 01748",0.4182,"ZCTA5 01748",0.0264
"G01749","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,"01749",,,,,,,"ZCTA5 01749",0.4104,"ZCTA5 01749",0.0160
