GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADNKE001,NAME_M,ADNKM001
"G01089","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01089",,,,,,,,"ZCTA5 01089",54585,"ZCTA5 01089",4213
"G01092","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01092",,,,,,,,"ZCTA5 01092",56111,"ZCTA5 01092",28193
"G01093","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01093",,,,,,,,"ZCTA5 01093",82125,"ZCTA5 01093",17195
"G01094","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01094",,,,,,,,"ZCTA5 01094",17708,"ZCTA5 01094",14812
"G01095","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01095",,,,,,,,"ZCTA5 01095",90307,"ZCTA5 01095",11774
"G01096","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01096",,,,,,,,"ZCTA5 01096",70980,"ZCTA5 01096",7890
"G01097","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01097",,,,,,,,"ZCTA5 01097",,"ZCTA5 01097",
"G01098","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01098",,,,,,,,"ZCTA5 01098",72917,"ZCTA5 01098",5732
"G01103","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01103",,,,,,,,"ZCTA5 01103",15558,"ZCTA5 01103",2477
"G01104","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01104",,,,,,,,"ZCTA5 01104",28858,"ZCTA5 01104",2600
"G01105","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01105",,,,,,,,"ZCTA5 01105",16845,"ZCTA5 01105",2886
"G01106","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01106",,,,,,,,"ZCTA5 01106",109804,"ZCTA5 01106",5762
"G01107","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01107",,,,,,,,"ZCTA5 01107",22288,"ZCTA5 01107",2835
"G01108","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01108",,,,,,,,"ZCTA5 01108",35119,"ZCTA5 01108",2406
"G01109","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01109",,,,,,,,"ZCTA5 01109",33797,"ZCTA5 01109",3298
"G01118","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01118",,,,,,,,"ZCTA5 01118",59232,"ZCTA5 01118",7054
"G01119","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01119",,,,,,,,"ZCTA5 01119",47702,"ZCTA5 01119",5645
"G01128","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01128",,,,,,,,"ZCTA5 01128",69145,"ZCTA5 01128",11858
"G01129","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01129",,,,,,,,"ZCTA5 01129",60992,"ZCTA5 01129",4681
"G01151","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01151",,,,,,,,"ZCTA5 01151",33419,"ZCTA5 01151",5322
"G01199","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01199",,,,,,,,"ZCTA5 01199",,"ZCTA5 01199",
"G01201","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01201",,,,,,,,"ZCTA5 01201",44509,"ZCTA5 01201",1934
"G01220","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01220",,,,,,,,"ZCTA5 01220",46210,"ZCTA5 01220",3655
"G01222","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01222",,,,,,,,"ZCTA5 01222",78208,"ZCTA5 01222",13615
"G01223","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01223",,,,,,,,"ZCTA5 01223",66012,"ZCTA5 01223",3429
"G01224","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01224",,,,,,,,"ZCTA5 01224",36384,"ZCTA5 01224",17810
"G01225","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01225",,,,,,,,"ZCTA5 01225",55750,"ZCTA5 01225",10159
"G01226","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01226",,,,,,,,"ZCTA5 01226",47324,"ZCTA5 01226",5036
"G01229","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01229",,,,,,,,"ZCTA5 01229",29886,"ZCTA5 01229",8307
"G01230","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01230",,,,,,,,"ZCTA5 01230",56933,"ZCTA5 01230",5451
"G01235","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01235",,,,,,,,"ZCTA5 01235",63182,"ZCTA5 01235",5451
"G01236","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01236",,,,,,,,"ZCTA5 01236",70135,"ZCTA5 01236",32307
"G01237","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01237",,,,,,,,"ZCTA5 01237",73659,"ZCTA5 01237",11753
"G01238","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01238",,,,,,,,"ZCTA5 01238",59921,"ZCTA5 01238",8714
"G01240","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01240",,,,,,,,"ZCTA5 01240",49149,"ZCTA5 01240",5641
"G01242","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01242",,,,,,,,"ZCTA5 01242",54120,"ZCTA5 01242",12526
"G01243","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01243",,,,,,,,"ZCTA5 01243",73750,"ZCTA5 01243",27432
"G01244","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01244",,,,,,,,"ZCTA5 01244",,"ZCTA5 01244",
"G01245","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01245",,,,,,,,"ZCTA5 01245",54297,"ZCTA5 01245",10862
"G01247","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01247",,,,,,,,"ZCTA5 01247",40465,"ZCTA5 01247",2766
"G01253","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01253",,,,,,,,"ZCTA5 01253",68846,"ZCTA5 01253",10741
"G01254","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01254",,,,,,,,"ZCTA5 01254",86944,"ZCTA5 01254",29247
"G01255","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01255",,,,,,,,"ZCTA5 01255",58906,"ZCTA5 01255",13541
"G01256","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01256",,,,,,,,"ZCTA5 01256",53036,"ZCTA5 01256",11505
"G01257","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01257",,,,,,,,"ZCTA5 01257",47167,"ZCTA5 01257",8252
"G01258","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01258",,,,,,,,"ZCTA5 01258",66198,"ZCTA5 01258",6914
"G01259","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01259",,,,,,,,"ZCTA5 01259",63750,"ZCTA5 01259",24637
"G01260","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01260",,,,,,,,"ZCTA5 01260",74844,"ZCTA5 01260",69290
"G01262","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01262",,,,,,,,"ZCTA5 01262",41400,"ZCTA5 01262",12654
"G01264","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01264",,,,,,,,"ZCTA5 01264",76250,"ZCTA5 01264",31857
"G01266","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01266",,,,,,,,"ZCTA5 01266",79188,"ZCTA5 01266",9737
"G01267","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01267",,,,,,,,"ZCTA5 01267",73112,"ZCTA5 01267",7321
"G01270","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01270",,,,,,,,"ZCTA5 01270",71250,"ZCTA5 01270",9845
"G01301","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01301",,,,,,,,"ZCTA5 01301",49778,"ZCTA5 01301",2579
"G01330","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01330",,,,,,,,"ZCTA5 01330",75417,"ZCTA5 01330",11541
"G01331","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01331",,,,,,,,"ZCTA5 01331",51849,"ZCTA5 01331",4792
"G01337","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01337",,,,,,,,"ZCTA5 01337",62965,"ZCTA5 01337",3600
"G01338","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01338",,,,,,,,"ZCTA5 01338",71375,"ZCTA5 01338",20173
"G01339","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01339",,,,,,,,"ZCTA5 01339",54938,"ZCTA5 01339",4681
"G01340","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01340",,,,,,,,"ZCTA5 01340",50250,"ZCTA5 01340",4789
"G01341","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01341",,,,,,,,"ZCTA5 01341",77778,"ZCTA5 01341",16282
"G01342","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01342",,,,,,,,"ZCTA5 01342",101598,"ZCTA5 01342",24353
"G01343","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01343",,,,,,,,"ZCTA5 01343",82344,"ZCTA5 01343",19950
"G01344","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01344",,,,,,,,"ZCTA5 01344",58125,"ZCTA5 01344",8820
"G01346","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01346",,,,,,,,"ZCTA5 01346",56250,"ZCTA5 01346",6015
"G01347","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01347",,,,,,,,"ZCTA5 01347",38696,"ZCTA5 01347",4809
"G01349","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01349",,,,,,,,"ZCTA5 01349",61957,"ZCTA5 01349",9168
"G01350","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01350",,,,,,,,"ZCTA5 01350",33750,"ZCTA5 01350",14959
"G01351","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01351",,,,,,,,"ZCTA5 01351",73051,"ZCTA5 01351",10677
"G01354","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01354",,,,,,,,"ZCTA5 01354",73750,"ZCTA5 01354",7296
"G01355","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01355",,,,,,,,"ZCTA5 01355",65682,"ZCTA5 01355",9524
"G01360","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01360",,,,,,,,"ZCTA5 01360",63491,"ZCTA5 01360",9191
"G01364","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01364",,,,,,,,"ZCTA5 01364",39273,"ZCTA5 01364",6423
"G01366","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01366",,,,,,,,"ZCTA5 01366",63625,"ZCTA5 01366",8780
"G01367","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01367",,,,,,,,"ZCTA5 01367",52875,"ZCTA5 01367",9170
"G01368","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01368",,,,,,,,"ZCTA5 01368",57841,"ZCTA5 01368",15367
"G01370","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01370",,,,,,,,"ZCTA5 01370",55076,"ZCTA5 01370",6302
"G01373","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01373",,,,,,,,"ZCTA5 01373",67561,"ZCTA5 01373",11394
"G01375","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01375",,,,,,,,"ZCTA5 01375",47688,"ZCTA5 01375",13313
"G01376","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01376",,,,,,,,"ZCTA5 01376",41864,"ZCTA5 01376",6027
"G01378","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01378",,,,,,,,"ZCTA5 01378",55625,"ZCTA5 01378",5036
"G01379","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01379",,,,,,,,"ZCTA5 01379",44750,"ZCTA5 01379",7476
"G01420","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01420",,,,,,,,"ZCTA5 01420",48724,"ZCTA5 01420",3864
"G01430","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01430",,,,,,,,"ZCTA5 01430",87615,"ZCTA5 01430",10170
"G01431","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01431",,,,,,,,"ZCTA5 01431",82019,"ZCTA5 01431",8969
"G01432","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01432",,,,,,,,"ZCTA5 01432",72048,"ZCTA5 01432",10000
"G01434","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01434",,,,,,,,"ZCTA5 01434",77014,"ZCTA5 01434",30630
"G01436","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01436",,,,,,,,"ZCTA5 01436",66113,"ZCTA5 01436",10306
"G01438","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01438",,,,,,,,"ZCTA5 01438",61996,"ZCTA5 01438",28931
"G01440","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01440",,,,,,,,"ZCTA5 01440",43818,"ZCTA5 01440",3008
"G01450","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01450",,,,,,,,"ZCTA5 01450",116642,"ZCTA5 01450",7621
"G01451","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01451",,,,,,,,"ZCTA5 01451",126667,"ZCTA5 01451",10732
"G01452","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01452",,,,,,,,"ZCTA5 01452",81757,"ZCTA5 01452",8834
"G01453","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01453",,,,,,,,"ZCTA5 01453",58946,"ZCTA5 01453",3284
"G01460","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01460",,,,,,,,"ZCTA5 01460",111680,"ZCTA5 01460",8959
"G01462","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01462",,,,,,,,"ZCTA5 01462",80572,"ZCTA5 01462",9708
"G01463","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01463",,,,,,,,"ZCTA5 01463",80524,"ZCTA5 01463",4945
"G01464","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01464",,,,,,,,"ZCTA5 01464",67896,"ZCTA5 01464",10834
"G01467","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01467",,,,,,,,"ZCTA5 01467",183750,"ZCTA5 01467",71815
"G01468","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01468",,,,,,,,"ZCTA5 01468",62292,"ZCTA5 01468",15508
"G01469","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01469",,,,,,,,"ZCTA5 01469",79315,"ZCTA5 01469",6301
"G01473","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01473",,,,,,,,"ZCTA5 01473",88902,"ZCTA5 01473",9589
"G01474","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01474",,,,,,,,"ZCTA5 01474",96349,"ZCTA5 01474",16294
"G01475","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01475",,,,,,,,"ZCTA5 01475",59661,"ZCTA5 01475",7616
"G01501","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01501",,,,,,,,"ZCTA5 01501",73070,"ZCTA5 01501",4575
"G01503","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01503",,,,,,,,"ZCTA5 01503",88816,"ZCTA5 01503",10422
"G01504","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01504",,,,,,,,"ZCTA5 01504",73679,"ZCTA5 01504",3706
"G01505","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01505",,,,,,,,"ZCTA5 01505",102905,"ZCTA5 01505",11717
"G01506","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01506",,,,,,,,"ZCTA5 01506",63920,"ZCTA5 01506",7357
"G01507","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01507",,,,,,,,"ZCTA5 01507",87294,"ZCTA5 01507",6044
"G01510","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01510",,,,,,,,"ZCTA5 01510",62805,"ZCTA5 01510",6653
"G01515","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01515",,,,,,,,"ZCTA5 01515",72375,"ZCTA5 01515",8264
"G01516","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01516",,,,,,,,"ZCTA5 01516",84985,"ZCTA5 01516",6758
"G01518","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01518",,,,,,,,"ZCTA5 01518",54222,"ZCTA5 01518",10815
"G01519","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01519",,,,,,,,"ZCTA5 01519",108879,"ZCTA5 01519",11908
"G01520","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01520",,,,,,,,"ZCTA5 01520",97650,"ZCTA5 01520",5060
"G01521","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01521",,,,,,,,"ZCTA5 01521",75000,"ZCTA5 01521",10506
"G01522","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01522",,,,,,,,"ZCTA5 01522",101227,"ZCTA5 01522",5809
"G01523","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01523",,,,,,,,"ZCTA5 01523",98918,"ZCTA5 01523",12194
"G01524","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01524",,,,,,,,"ZCTA5 01524",62736,"ZCTA5 01524",7907
"G01525","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01525",,,,,,,,"ZCTA5 01525",,"ZCTA5 01525",
"G01527","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01527",,,,,,,,"ZCTA5 01527",71151,"ZCTA5 01527",9336
"G01529","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01529",,,,,,,,"ZCTA5 01529",81438,"ZCTA5 01529",15073
"G01531","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01531",,,,,,,,"ZCTA5 01531",80000,"ZCTA5 01531",8352
"G01532","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01532",,,,,,,,"ZCTA5 01532",107797,"ZCTA5 01532",7609
"G01534","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01534",,,,,,,,"ZCTA5 01534",96016,"ZCTA5 01534",15969
"G01535","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01535",,,,,,,,"ZCTA5 01535",68232,"ZCTA5 01535",12999
"G01536","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01536",,,,,,,,"ZCTA5 01536",83917,"ZCTA5 01536",15129
"G01537","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01537",,,,,,,,"ZCTA5 01537",72258,"ZCTA5 01537",8772
"G01540","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01540",,,,,,,,"ZCTA5 01540",65366,"ZCTA5 01540",6302
"G01541","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01541",,,,,,,,"ZCTA5 01541",114167,"ZCTA5 01541",17733
"G01542","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01542",,,,,,,,"ZCTA5 01542",84271,"ZCTA5 01542",13569
"G01543","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01543",,,,,,,,"ZCTA5 01543",94028,"ZCTA5 01543",17018
"G01545","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01545",,,,,,,,"ZCTA5 01545",94273,"ZCTA5 01545",4268
"G01550","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01550",,,,,,,,"ZCTA5 01550",43870,"ZCTA5 01550",3934
"G01560","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01560",,,,,,,,"ZCTA5 01560",71797,"ZCTA5 01560",9940
"G01561","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01561",,,,,,,,"ZCTA5 01561",63643,"ZCTA5 01561",25875
"G01562","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01562",,,,,,,,"ZCTA5 01562",62901,"ZCTA5 01562",6173
"G01564","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01564",,,,,,,,"ZCTA5 01564",87039,"ZCTA5 01564",15632
"G01566","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01566",,,,,,,,"ZCTA5 01566",94167,"ZCTA5 01566",13508
"G01568","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01568",,,,,,,,"ZCTA5 01568",111222,"ZCTA5 01568",11544
"G01569","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01569",,,,,,,,"ZCTA5 01569",90313,"ZCTA5 01569",6454
"G01570","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01570",,,,,,,,"ZCTA5 01570",48057,"ZCTA5 01570",4467
"G01571","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01571",,,,,,,,"ZCTA5 01571",66339,"ZCTA5 01571",5589
"G01581","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01581",,,,,,,,"ZCTA5 01581",101467,"ZCTA5 01581",6793
"G01583","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01583",,,,,,,,"ZCTA5 01583",68648,"ZCTA5 01583",4481
"G01585","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01585",,,,,,,,"ZCTA5 01585",61029,"ZCTA5 01585",14200
"G01588","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01588",,,,,,,,"ZCTA5 01588",65926,"ZCTA5 01588",10172
"G01590","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01590",,,,,,,,"ZCTA5 01590",108547,"ZCTA5 01590",8308
"G01602","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01602",,,,,,,,"ZCTA5 01602",59770,"ZCTA5 01602",4832
"G01603","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01603",,,,,,,,"ZCTA5 01603",43329,"ZCTA5 01603",4691
"G01604","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01604",,,,,,,,"ZCTA5 01604",48212,"ZCTA5 01604",3001
"G01605","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01605",,,,,,,,"ZCTA5 01605",36429,"ZCTA5 01605",4206
"G01606","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01606",,,,,,,,"ZCTA5 01606",63646,"ZCTA5 01606",7825
"G01607","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01607",,,,,,,,"ZCTA5 01607",45170,"ZCTA5 01607",7617
"G01608","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01608",,,,,,,,"ZCTA5 01608",22789,"ZCTA5 01608",4169
"G01609","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01609",,,,,,,,"ZCTA5 01609",43729,"ZCTA5 01609",4224
"G01610","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01610",,,,,,,,"ZCTA5 01610",31019,"ZCTA5 01610",2261
"G01611","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01611",,,,,,,,"ZCTA5 01611",83802,"ZCTA5 01611",20914
"G01612","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01612",,,,,,,,"ZCTA5 01612",92500,"ZCTA5 01612",12052
"G01701","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01701",,,,,,,,"ZCTA5 01701",91430,"ZCTA5 01701",4894
"G01702","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01702",,,,,,,,"ZCTA5 01702",51985,"ZCTA5 01702",3308
"G01718","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01718",,,,,,,,"ZCTA5 01718",135982,"ZCTA5 01718",47295
"G01719","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01719",,,,,,,,"ZCTA5 01719",102699,"ZCTA5 01719",8227
"G01720","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01720",,,,,,,,"ZCTA5 01720",124836,"ZCTA5 01720",7619
"G01721","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01721",,,,,,,,"ZCTA5 01721",102911,"ZCTA5 01721",9203
"G01730","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01730",,,,,,,,"ZCTA5 01730",113729,"ZCTA5 01730",13082
"G01731","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01731",,,,,,,,"ZCTA5 01731",81667,"ZCTA5 01731",7688
"G01740","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01740",,,,,,,,"ZCTA5 01740",147446,"ZCTA5 01740",9826
"G01741","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01741",,,,,,,,"ZCTA5 01741",166111,"ZCTA5 01741",25536
"G01742","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01742",,,,,,,,"ZCTA5 01742",133880,"ZCTA5 01742",12362
"G01745","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01745",,,,,,,,"ZCTA5 01745",118125,"ZCTA5 01745",40303
"G01746","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01746",,,,,,,,"ZCTA5 01746",108869,"ZCTA5 01746",3655
"G01747","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01747",,,,,,,,"ZCTA5 01747",95268,"ZCTA5 01747",17418
"G01748","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01748",,,,,,,,"ZCTA5 01748",138551,"ZCTA5 01748",8418
"G01749","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01749",,,,,,,,"ZCTA5 01749",75985,"ZCTA5 01749",5171
"G01752","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01752",,,,,,,,"ZCTA5 01752",71790,"ZCTA5 01752",3041
"G01754","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01754",,,,,,,,"ZCTA5 01754",88333,"ZCTA5 01754",10561
"G01756","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01756",,,,,,,,"ZCTA5 01756",108942,"ZCTA5 01756",21295
"G01757","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01757",,,,,,,,"ZCTA5 01757",70162,"ZCTA5 01757",4715
"G01760","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01760",,,,,,,,"ZCTA5 01760",100922,"ZCTA5 01760",4810
"G01770","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01770",,,,,,,,"ZCTA5 01770",155956,"ZCTA5 01770",22913
"G01772","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01772",,,,,,,,"ZCTA5 01772",145179,"ZCTA5 01772",5865
"G01773","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01773",,,,,,,,"ZCTA5 01773",153438,"ZCTA5 01773",33682
"G01775","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01775",,,,,,,,"ZCTA5 01775",137551,"ZCTA5 01775",16333
"G01776","2011-2015",,,,,,,,,,,,,,,,,,,,,,,,,"01776",,,,,,,,"ZCTA5 01776",165745,"ZCTA5 01776",10617
